drug,protein
DB15617,P32322
DB14489,P32322
DB00715,P32418
DB11157,P32418
DB04348,P32929
DB00569,P32929
DB00666,P33151
DB00778,P33151
DB00830,P33261
DB06480,P33261
DB00568,P33527
DB06228,P33527
DB00415,P33981
DB01259,P33981
DB00568,P34896
DB14543,P34896
DB13615,P34897
DB01065,P34897
DB01108,P34903
DB11952,P34903
DB00703,P34969
DB01235,P34969
DB00902,P34972
DB01080,P34972
DB00811,P34995
DB00979,P34995
DB06207,P35218
DB00138,P35218
DB15444,P35222
DB01186,P35222
DB01036,P35228
DB09167,P35228
DB00978,P35348
DB01628,P35348
DB00390,P35354
DB04868,P35354
DB00208,P35367
DB00798,P35367
DB03255,P35368
DB00184,P35368
DB01119,P35372
DB01213,P35372
DB01196,P35398
DB00604,P35398
DB00469,P35408
DB00285,P35408
DB11994,P35462
DB00294,P35462
DB06694,P35498
DB11757,P35498
DB04953,P35499
DB08906,P35499
DB00408,P35527
DB05812,P35527
DB06780,P35556
DB04896,P35556
DB13952,P35590
DB01244,P35590
DB00242,P35754
DB13967,P35754
DB00338,P35858
DB00536,P35858
DB00673,P35869
DB00389,P35869
DB00257,P35908
DB01026,P35908
DB08881,P35913
DB13995,P35913
DB11967,P35916
DB00755,P35916
DB01075,P35968
DB01235,P35968
DB09330,P36021
DB00521,P36021
DB00413,P36507
DB09112,P36507
DB01165,P36543
DB00486,P36543
DB00455,P36544
DB00472,P36544
DB00279,P36888
DB00351,P36888
DB00573,P36896
DB08867,P36896
DB01149,P36897
DB01625,P36897
DB00921,P36955
DB00498,P36955
DB14539,P36956
DB01210,P36956
DB01084,P36969
DB01156,P36969
DB13995,P37058
DB01378,P37058
DB00846,P37059
DB01175,P37059
DB01586,P37173
DB00598,P37173
DB14520,P37231
DB06695,P37231
DB00262,P37840
DB00979,P37840
DB01084,P38435
DB00476,P38435
DB00482,P38606
DB00989,P38606
DB08912,P38936
DB14881,P38936
DB09389,P39023
DB06780,P39023
DB00304,P39086
DB01203,P39086
DB00421,P39748
DB00620,P39748
DB01129,P40261
DB00610,P40261
DB03796,P40394
DB00882,P40394
DB03310,P40925
DB00846,P40925
DB11614,P40926
DB00774,P40926
DB08932,P40933
DB13996,P40933
DB09118,P40939
DB01088,P40939
DB00217,P41143
DB00710,P41143
DB01070,P41145
DB06713,P41145
DB01203,P41146
DB01619,P41146
DB01394,P41180
DB00637,P41180
DB00122,P41222
DB01114,P41222
DB01400,P41231
DB01296,P41231
DB01198,P41238
DB00468,P41238
DB09143,P41240
DB00981,P41240
DB11273,P41250
DB01024,P41250
DB04657,P41594
DB03614,P41594
DB01208,P41595
DB00615,P41595
DB01182,P41743
DB00231,P41743
DB01025,P42261
DB00969,P42261
DB09477,P42262
DB01087,P42262
DB01195,P42263
DB12010,P42263
DB00819,P42330
DB09064,P42330
DB01558,P42336
DB13346,P42336
DB00245,P42338
DB01130,P42338
DB09149,P42345
DB01086,P42345
DB00169,P42574
DB01214,P42574
DB00991,P42679
DB06637,P42679
DB00310,P42680
DB00461,P42680
DB09143,P42681
DB06154,P42681
DB00264,P42684
DB00774,P42684
DB00860,P42685
DB00812,P42685
DB00849,P42858
DB00343,P42858
DB00935,P42898
DB01132,P42898
DB00820,P43003
DB00831,P43004
DB00126,P43004
DB00585,P43005
DB11837,P43005
DB04115,P43088
DB00717,P43088
DB13996,P43115
DB00554,P43115
DB00675,P43116
DB01056,P43116
DB00491,P43119
DB00247,P43119
DB00927,P43155
DB06702,P43155
DB00371,P43353
DB11921,P43353
DB01142,P43403
DB00484,P43403
DB00483,P43405
DB11691,P43405
DB00733,P43487
DB01628,P43487
DB00598,P43652
DB06701,P43652
DB11614,P43657
DB00783,P43657
DB00289,P43681
DB14541,P43681
DB00617,P45381
DB00342,P45381
DB00138,P45954
DB00942,P45954
DB01621,P45973
DB08901,P45973
DB01427,P45983
DB04832,P45983
DB11148,P45984
DB01182,P45984
DB05521,P46098
DB09236,P46098
DB00896,P46439
DB00714,P46439
DB01079,P46597
DB06148,P46597
DB01113,P46663
DB08799,P46663
DB14498,P46734
DB00120,P46734
DB00343,P46736
DB00434,P46736
DB00755,P46939
DB11853,P46939
DB00820,P47712
DB00126,P47712
DB01175,P47869
DB01178,P47869
DB01079,P47870
DB00548,P47870
DB00823,P47895
DB00471,P47895
DB00990,P47898
DB14498,P47898
DB00909,P47900
DB06800,P47900
DB06204,P47989
DB00424,P47989
DB12783,P48029
DB08916,P48029
DB14512,P48039
DB01436,P48039
DB08881,P48048
DB09488,P48048
DB11641,P48050
DB09401,P48050
DB01250,P48051
DB09555,P48051
DB11181,P48058
DB11855,P48058
DB11718,P48163
DB09185,P48163
DB00798,P48167
DB00416,P48167
DB00798,P48169
DB01035,P48169
DB01320,P48443
DB15982,P48443
DB06287,P48448
DB12278,P48448
DB01057,P48506
DB00471,P48506
DB09086,P48507
DB01132,P48507
DB00642,P48544
DB08918,P48544
DB01121,P48547
DB09272,P48547
DB11181,P48549
DB12010,P48549
DB09371,P48551
DB01619,P48551
DB01173,P48637
DB01297,P48637
DB06786,P48664
DB01224,P48664
DB11699,P48723
DB00776,P48723
DB01624,P48728
DB01029,P48728
DB00335,P48729
DB00310,P48729
DB00363,P48736
DB00861,P48736
DB09526,P49019
DB01592,P49019
DB01228,P49069
DB00422,P49069
DB14517,P49189
DB00421,P49189
DB01012,P49281
DB01589,P49281
DB00949,P49286
DB00920,P49286
DB01067,P49411
DB05246,P49411
DB15982,P49419
DB01022,P49419
DB00648,P49448
DB00414,P49448
DB00014,P49585
DB00979,P49585
DB01214,P49589
DB01050,P49589
DB00509,P49619
DB11157,P49619
DB13781,P49760
DB00716,P49760
DB00500,P49761
DB00517,P49761
DB00922,P49788
DB01113,P49788
DB00351,P49821
DB01367,P49821
DB00494,P49840
DB09351,P49840
DB00404,P49841
DB01185,P49841
DB00882,P49888
DB06780,P49888
DB08799,P49908
DB13995,P49908
DB00293,P49915
DB01100,P49915
DB00398,P50213
DB00380,P50213
DB00357,P50406
DB04864,P50406
DB00148,P50416
DB01407,P50416
DB11079,P50440
DB00191,P50440
DB01023,P50453
DB04825,P50453
DB00863,P50579
DB01175,P50579
DB00535,P50747
DB06788,P50747
DB14490,P50897
DB00208,P50897
DB01218,P50993
DB00935,P50993
DB00842,P51161
DB01032,P51161
DB01367,P51164
DB01154,P51164
DB00869,P51451
DB00433,P51451
DB06706,P51553
DB08906,P51553
DB00208,P51575
DB00193,P51575
DB00246,P51580
DB06401,P51580
DB01178,P51582
DB00564,P51582
DB00598,P51617
DB01320,P51617
DB08950,P51648
DB00494,P51648
DB01452,P51649
DB01047,P51649
DB00387,P51659
DB01248,P51659
DB00737,P51692
DB01090,P51692
DB05990,P51693
DB01744,P51693
DB11496,P51787
DB11691,P51787
DB11148,P51812
DB00981,P51812
DB09216,P51813
DB00629,P51813
DB00422,P51843
DB01399,P51843
DB08865,P51857
DB08818,P51857
DB11359,P51858
DB00999,P51858
DB04837,P51884
DB00753,P51884
DB00445,P51955
DB00964,P51955
DB06702,P51957
DB01087,P51957
DB00454,P51970
DB00148,P51970
DB12161,P52209
DB11644,P52209
DB00904,P52333
DB01110,P52333
DB00306,P52429
DB00285,P52429
DB01436,P52564
DB06403,P52564
DB00050,P52824
DB08950,P52824
DB01180,P52895
DB00889,P52895
DB00304,P53004
DB00838,P53004
DB12015,P53350
DB00182,P53350
DB00575,P53355
DB00337,P53355
DB01130,P53667
DB00381,P53667
DB00536,P53671
DB00472,P53671
DB03128,P53778
DB06691,P53778
DB00240,P53779
DB00266,P53779
DB13520,P53805
DB14540,P53805
DB08867,P53985
DB00572,P53985
DB01164,P54219
DB00929,P54219
DB00244,P54284
DB11703,P54284
DB01057,P54289
DB01254,P54289
DB01073,P54619
DB00499,P54619
DB00203,P54646
DB00796,P54646
DB13873,P54687
DB01364,P54687
DB13954,P54710
DB12941,P54710
DB01600,P54750
DB01382,P54750
DB01291,P54756
DB01095,P54756
DB01608,P54760
DB14517,P54760
DB09074,P54762
DB00789,P54762
DB00412,P54764
DB01173,P54764
DB00957,P54886
DB00333,P54886
DB00318,P55011
DB00468,P55011
DB00782,P55017
DB00850,P55017
DB01297,P55055
DB00554,P55055
DB00697,P55211
DB00555,P55211
DB00544,P55789
DB01114,P55789
DB00636,P56181
DB01105,P56181
DB00239,P56282
DB00233,P56282
DB00899,P56373
DB06781,P56373
DB06401,P56524
DB00746,P56524
DB14631,P56537
DB01291,P56537
DB11757,P56556
DB00867,P56556
DB00572,P56696
DB06637,P56937
DB08871,P56937
DB00357,P57059
DB11760,P57059
DB08814,P57078
DB11963,P57078
DB00261,P59768
DB01173,P59768
DB00241,P60174
DB00563,P60174
DB00652,P60568
DB01324,P60568
DB01212,P60842
DB09086,P60842
DB06401,P61024
DB11362,P61024
DB03756,P61421
DB01202,P61421
DB00800,P61769
DB00248,P61769
DB06174,P62166
DB04854,P62166
DB00462,P62312
DB01149,P62312
DB01219,P62508
DB00963,P62508
DB00867,P62714
DB01016,P62714
DB01138,P62807
DB08882,P62807
DB00285,P62937
DB00874,P62937
DB08950,P62942
DB06213,P62942
DB06603,P62955
DB04841,P62955
DB11148,P63000
DB01708,P63000
DB00541,P63244
DB06153,P63244
DB00905,P63252
DB13179,P63252
DB00227,P63261
DB00243,P63261
DB00695,P63316
DB04876,P63316
DB14583,P67775
DB00413,P67775
DB01618,P68104
DB06725,P68104
DB04908,P68366
DB00967,P68366
DB00422,P68371
DB01183,P68371
DB13781,P68400
DB13167,P68400
DB01200,P68871
DB00189,P68871
DB00692,P69905
DB01069,P69905
DB01235,P78330
DB01092,P78330
DB00580,P78334
DB00222,P78334
DB09477,P78352
DB00136,P78352
DB00148,P78356
DB01435,P78356
DB01226,P78362
DB00984,P78362
DB11560,P78417
DB01216,P78417
DB00936,P78508
DB01261,P78508
DB00562,P78527
DB01068,P78527
DB00489,P78559
DB01161,P78559
DB13257,P80075
DB00918,P80075
DB00914,P80192
DB00298,P80192
DB00951,P80303
DB00934,P80303
DB01619,P80365
DB00887,P80365
DB01440,P80404
DB01029,P80404
DB00900,P80511
DB01143,P80511
DB00940,P81605
DB00834,P81605
DB00353,P84077
DB00947,P84077
DB00264,P98066
DB00550,P98066
DB00584,P98164
DB00864,P98164
DB00239,P98194
DB00544,P98194
DB14489,P99999
DB13783,P99999
DB13953,Q00266
DB11730,Q00266
DB11081,Q00534
DB06282,Q00534
DB00651,Q00536
DB01262,Q00536
DB00657,Q00537
DB01035,Q00537
DB05015,Q00653
DB01544,Q00653
DB01059,Q00796
DB00733,Q00796
DB13167,Q00975
DB14001,Q00975
DB09095,Q00987
DB06709,Q00987
DB13995,Q01064
DB14975,Q01064
DB00458,Q01118
DB00692,Q01118
DB00472,Q01668
DB01399,Q01668
DB00854,Q01814
DB00720,Q01814
DB15444,Q01959
DB01081,Q01959
DB00200,Q02083
DB09140,Q02083
DB00543,Q02127
DB01036,Q02127
DB04348,Q02156
DB00710,Q02156
DB00219,Q02218
DB00409,Q02218
DB01057,Q02221
DB00523,Q02221
DB09477,Q02252
DB00903,Q02252
DB00657,Q02383
DB00240,Q02383
DB01041,Q02641
DB04832,Q02641
DB09167,Q02750
DB00486,Q02750
DB12941,Q02763
DB00579,Q02763
DB12161,Q02779
DB11632,Q02779
DB01599,Q02809
DB00494,Q02809
DB01409,Q02818
DB01077,Q02818
DB08906,Q02880
DB06712,Q02880
DB08881,Q02928
DB00243,Q02928
DB00306,Q03013
DB09112,Q03013
DB01085,Q03181
DB15982,Q03181
DB00995,Q03393
DB01130,Q03393
DB00612,Q03403
DB00805,Q03403
DB00277,Q03721
DB15982,Q03721
DB01143,Q04609
DB00204,Q04609
DB01013,Q04759
DB00986,Q04759
DB09086,Q04760
DB00591,Q04760
DB04834,Q04771
DB00393,Q04771
DB00641,Q04828
DB00399,Q04828
DB01325,Q04912
DB00408,Q04912
DB00514,Q05209
DB04930,Q05209
DB15035,Q05329
DB02546,Q05329
DB12789,Q05397
DB00247,Q05397
DB14487,Q05513
DB00586,Q05513
DB02266,Q05586
DB01119,Q05586
DB01200,Q05655
DB00814,Q05655
DB00640,Q05901
DB06706,Q05901
DB04844,Q05932
DB00648,Q05932
DB01234,Q05940
DB15102,Q05940
DB01430,Q06187
DB13751,Q06187
DB08804,Q06203
DB00469,Q06203
DB01036,Q06278
DB09300,Q06278
DB00962,Q06323
DB00568,Q06323
DB11591,Q06418
DB00991,Q06418
DB00993,Q06432
DB00644,Q06432
DB12783,Q06481
DB04820,Q06481
DB06218,Q06830
DB00550,Q06830
DB11614,Q07021
DB00415,Q07021
DB00373,Q07075
DB06154,Q07075
DB13956,Q07343
DB01184,Q07343
DB09409,Q07699
DB11278,Q07699
DB04339,Q07817
DB00993,Q07817
DB00306,Q07820
DB11853,Q07820
DB00876,Q07864
DB14583,Q07864
DB06626,Q07869
DB04865,Q07869
DB06209,Q07912
DB00007,Q07912
DB00605,Q07955
DB06335,Q07955
DB14481,Q08257
DB06209,Q08257
DB00533,Q08289
DB04842,Q08289
DB01327,Q08345
DB01203,Q08345
DB01056,Q08426
DB12267,Q08426
DB00527,Q08493
DB01194,Q08493
DB00951,Q08499
DB00396,Q08499
DB04843,Q08881
DB02925,Q08881
DB01088,Q09428
DB01105,Q09428
DB00685,Q09470
DB09063,Q09470
DB00836,Q0VD83
DB01370,Q0VD83
DB00205,Q10588
DB01146,Q10588
DB09053,Q12791
DB01053,Q12791
DB00897,Q12809
DB00337,Q12809
DB04841,Q12851
DB00342,Q12851
DB11496,Q12852
DB00388,Q12852
DB06814,Q12866
DB11859,Q12866
DB00491,Q12879
DB12978,Q12879
DB11689,Q12882
DB01078,Q12882
DB00621,Q13002
DB00424,Q13002
DB06774,Q13003
DB00789,Q13003
DB00986,Q13085
DB14895,Q13085
DB00192,Q13126
DB12612,Q13126
DB00444,Q13131
DB09389,Q13131
DB14596,Q13133
DB00279,Q13133
DB03754,Q13153
DB04272,Q13153
DB00235,Q13164
DB01176,Q13164
DB00904,Q13177
DB13952,Q13177
DB00476,Q13188
DB00557,Q13188
DB00121,Q13224
DB15617,Q13224
DB00184,Q13233
DB00357,Q13233
DB00187,Q13237
DB00897,Q13237
DB00465,Q13255
DB06077,Q13255
DB00956,Q13258
DB01092,Q13258
DB01113,Q13303
DB00307,Q13303
DB09212,Q13315
DB06764,Q13315
DB06709,Q13332
DB00227,Q13332
DB00494,Q13370
DB06789,Q13370
DB06725,Q13393
DB00415,Q13393
DB00268,Q13423
DB00854,Q13423
DB14002,Q13488
DB00574,Q13488
DB01218,Q13523
DB06201,Q13523
DB08809,Q13546
DB06691,Q13546
DB00710,Q13547
DB00969,Q13547
DB06401,Q13554
DB00944,Q13554
DB00657,Q13555
DB01226,Q13555
DB00574,Q13557
DB00905,Q13557
DB00592,Q13574
DB11641,Q13574
DB00455,Q13621
DB00371,Q13621
DB00530,Q13627
DB00376,Q13627
DB14840,Q13630
DB08950,Q13630
DB14540,Q13639
DB00571,Q13639
DB00663,Q13698
DB09241,Q13698
DB00537,Q13873
DB00439,Q13873
DB00636,Q13882
DB11859,Q13882
DB01226,Q13936
DB00415,Q13936
DB01244,Q13946
DB00691,Q13946
DB09280,Q13956
DB08860,Q13956
DB00654,Q14003
DB13996,Q14003
DB00483,Q14012
DB01176,Q14012
DB00814,Q14032
DB00981,Q14032
DB00173,Q14123
DB11090,Q14123
DB00892,Q14164
DB00963,Q14164
DB00308,Q14181
DB01157,Q14181
DB01247,Q14289
DB01032,Q14289
DB00615,Q14330
DB12328,Q14330
DB01228,Q14353
DB00130,Q14353
DB00411,Q14432
DB11496,Q14432
DB00252,Q14457
DB01092,Q14457
DB00310,Q14500
DB00177,Q14500
DB03147,Q14520
DB11994,Q14520
DB00724,Q14524
DB00436,Q14524
DB00970,Q14541
DB00867,Q14541
DB09070,Q14542
DB00845,Q14542
DB00351,Q14571
DB00489,Q14571
DB00811,Q14573
DB01226,Q14573
DB01028,Q14624
DB11978,Q14624
DB00530,Q14643
DB00924,Q14643
DB00986,Q14654
DB00233,Q14654
DB14499,Q14680
DB11791,Q14680
DB01213,Q14697
DB04908,Q14697
DB06689,Q14721
DB09213,Q14721
DB00489,Q14722
DB01188,Q14722
DB14881,Q14749
DB00261,Q14749
DB00277,Q14831
DB00715,Q14831
DB08439,Q14833
DB00720,Q14833
DB00361,Q14957
DB00379,Q14957
DB00385,Q14978
DB01017,Q14978
DB00947,Q14994
DB00935,Q14994
DB00666,Q15067
DB06637,Q15067
DB01114,Q15080
DB00270,Q15080
DB00511,Q15118
DB09047,Q15118
DB01589,Q15125
DB00884,Q15125
DB00640,Q15139
DB06605,Q15139
DB01327,Q15155
DB14517,Q15155
DB00691,Q15185
DB14487,Q15185
DB00437,Q15208
DB14490,Q15208
DB00358,Q15274
DB14500,Q15274
DB01136,Q15303
DB00905,Q15303
DB13179,Q15375
DB00389,Q15375
DB01233,Q15391
DB00596,Q15391
DB00829,Q15418
DB01196,Q15418
DB09220,Q15428
DB01197,Q15428
DB00975,Q15493
DB15444,Q15493
DB00819,Q15569
DB01069,Q15569
DB01238,Q15596
DB00338,Q15596
DB00642,Q15738
DB08820,Q15738
DB00457,Q15746
DB09073,Q15746
DB00175,Q15750
DB00720,Q15750
DB13867,Q15759
DB14845,Q15759
DB06718,Q15800
DB00768,Q15800
DB09291,Q15822
DB01366,Q15822
DB15598,Q15825
DB09327,Q15825
DB01108,Q15842
DB00677,Q15842
DB00623,Q15858
DB13167,Q15858
DB00605,Q15878
DB02300,Q15878
DB01171,Q15904
DB04703,Q15904
DB01744,Q16099
DB01131,Q16099
DB01125,Q16134
DB06287,Q16134
DB00357,Q16288
DB00121,Q16288
DB04743,Q16322
DB00199,Q16322
DB01022,Q16348
DB14596,Q16348
DB11591,Q16445
DB00318,Q16445
DB00385,Q16478
DB06781,Q16478
DB00347,Q16512
DB00829,Q16512
DB01224,Q16513
DB13949,Q16513
DB14185,Q16539
DB00120,Q16539
DB00619,Q16558
DB11967,Q16558
DB08897,Q16568
DB00563,Q16568
DB01047,Q16584
DB14507,Q16584
DB00554,Q16595
DB00416,Q16595
DB01378,Q16620
DB00655,Q16620
DB00686,Q16647
DB00894,Q16647
DB08867,Q16654
DB01188,Q16654
DB01214,Q16659
DB01131,Q16659
DB00306,Q16665
DB00401,Q16665
DB00424,Q16678
DB01068,Q16678
DB01068,Q16718
DB06711,Q16718
DB00181,Q16719
DB01380,Q16719
DB11093,Q16720
DB04861,Q16720
DB06228,Q16760
DB01105,Q16760
DB00177,Q16772
DB00383,Q16772
DB09128,Q16773
DB00204,Q16773
DB00584,Q16775
DB09242,Q16775
DB00722,Q16790
DB00624,Q16790
DB00176,Q16795
DB00656,Q16795
DB11274,Q16798
DB13783,Q16798
DB00503,Q16832
DB00951,Q16832
DB06155,Q16836
DB01087,Q16836
DB09300,Q16853
DB00821,Q16853
DB00934,Q16873
DB01085,Q16873
DB00363,Q16878
DB01419,Q16878
DB06144,Q16881
DB11837,Q16881
DB14019,Q2M2I8
DB01124,Q2M2I8
DB00617,Q32MK0
DB00706,Q32MK0
DB00966,Q32P28
DB05521,Q32P28
DB04115,Q4U2R8
DB05812,Q4U2R8
DB06202,Q59H18
DB01079,Q59H18
DB00423,Q5JPH6
DB11760,Q5JPH6
DB06274,Q5JVS0
DB00138,Q5JVS0
DB00715,Q5KSL6
DB11730,Q5KSL6
DB14499,Q5S007
DB00217,Q5S007
DB01418,Q6FHJ7
DB13615,Q6FHJ7
DB01097,Q6IA69
DB00134,Q6IA69
DB01050,Q6NS38
DB01108,Q6NS38
DB01250,Q6NUM9
DB00370,Q6NUM9
DB01380,Q6PHR2
DB00925,Q6PHR2
DB00579,Q6PIU1
DB09212,Q6PIU1
DB14185,Q6V0L0
DB09091,Q6V0L0
DB01396,Q6W5P4
DB09462,Q6W5P4
DB01138,Q6YP21
DB00812,Q6YP21
DB00387,Q70Z44
DB04868,Q70Z44
DB00629,Q71U36
DB08828,Q71U36
DB00651,Q75N90
DB00796,Q75N90
DB00492,Q7KZI7
DB00215,Q7KZI7
DB00620,Q7L7X3
DB00980,Q7L7X3
DB06209,Q7LG56
DB00842,Q7LG56
DB00604,Q7RTV2
DB01336,Q7RTV2
DB01193,Q7Z2W7
DB06204,Q7Z2W7
DB06605,Q7Z2Z2
DB00253,Q7Z2Z2
DB00812,Q7Z3S7
DB00310,Q7Z3S7
DB12130,Q7Z460
DB00790,Q7Z460
DB01216,Q86U10
DB13872,Q86U10
DB13996,Q86UE8
DB00952,Q86UE8
DB11730,Q86VZ1
DB00400,Q86VZ1
DB13155,Q86W47
DB00769,Q86W47
DB01002,Q86XP1
DB01209,Q86XP1
DB01065,Q86Y39
DB11730,Q86Y39
DB12328,Q86YB8
DB06174,Q86YB8
DB00604,Q86YN6
DB00266,Q86YN6
DB00792,Q8IU85
DB00922,Q8IU85
DB08804,Q8IVH4
DB12404,Q8IVH4
DB13751,Q8IVL5
DB08819,Q8IVL5
DB09237,Q8IVL6
DB01250,Q8IVL6
DB09090,Q8IW41
DB05381,Q8IW41
DB01171,Q8IWT1
DB11633,Q8IWT1
DB00733,Q8IYT8
DB00808,Q8IYT8
DB00712,Q8N159
DB00243,Q8N159
DB00605,Q8N1C3
DB00050,Q8N1C3
DB00999,Q8N1G2
DB00951,Q8N1G2
DB01135,Q8N4C8
DB00929,Q8N4C8
DB01136,Q8N543
DB00247,Q8N543
DB01409,Q8N5S9
DB01098,Q8N5S9
DB01067,Q8N5Z0
DB11081,Q8N5Z0
DB01197,Q8N8R3
DB11963,Q8N8R3
DB01024,Q8N8Y2
DB00195,Q8N8Y2
DB14489,Q8N907
DB01234,Q8N907
DB00218,Q8NBN7
DB06814,Q8NBN7
DB09082,Q8NCM2
DB09097,Q8NCM2
DB01016,Q8NER1
DB01181,Q8NER1
DB00549,Q8NET8
DB00758,Q8NET8
DB00294,Q8NEV4
DB13781,Q8NEV4
DB08867,Q8NEY4
DB14520,Q8NEY4
DB05381,Q8NFD2
DB00804,Q8NFD2
DB01579,Q8NFJ5
DB00393,Q8NFJ5
DB00947,Q8NI60
DB00246,Q8NI60
DB00825,Q8TAE7
DB12267,Q8TAE7
DB00621,Q8TBX8
DB00555,Q8TBX8
DB09238,Q8TC12
DB02530,Q8TC12
DB00580,Q8TCC7
DB09064,Q8TCC7
DB00289,Q8TCT1
DB04876,Q8TCT1
DB00825,Q8TCU5
DB01400,Q8TCU5
DB00418,Q8TD08
DB04224,Q8TD08
DB06153,Q8TD30
DB00409,Q8TD30
DB11362,Q8TD43
DB09389,Q8TD43
DB09481,Q8TDN1
DB03147,Q8TDN1
DB00532,Q8TDN2
DB00435,Q8TDN2
DB04844,Q8TDR2
DB09089,Q8TDR2
DB11219,Q8TDS4
DB01267,Q8TDS4
DB04938,Q8TDU6
DB04574,Q8TDU6
DB00783,Q8TED1
DB09351,Q8TED1
DB01002,Q8WUI4
DB09090,Q8WUI4
DB00721,Q8WWQ8
DB00908,Q8WWQ8
DB00494,Q8WXA8
DB00434,Q8WXA8
DB13781,Q8WXS5
DB09049,Q8WXS5
DB01142,Q8WYK2
DB00768,Q8WYK2
DB06802,Q92506
DB01017,Q92506
DB11632,Q92569
DB04224,Q92569
DB00181,Q92570
DB09064,Q92570
DB00401,Q92731
DB01247,Q92731
DB00682,Q92736
DB00758,Q92736
DB00508,Q92753
DB01039,Q92753
DB01166,Q92769
DB08896,Q92769
DB01175,Q92772
DB00500,Q92772
DB00331,Q92781
DB00679,Q92781
DB06691,Q92806
DB00775,Q92806
DB01273,Q92887
DB01050,Q92887
DB01400,Q92918
DB11273,Q92918
DB01426,Q92947
DB06695,Q92947
DB00744,Q92952
DB00570,Q92952
DB00284,Q92953
DB00700,Q92953
DB15233,Q93050
DB06077,Q93050
DB11995,Q93086
DB00343,Q93086
DB00642,Q93088
DB00790,Q93088
DB00389,Q969G6
DB09185,Q969G6
DB00604,Q969S2
DB11689,Q969S2
DB00223,Q969S8
DB01370,Q969S8
DB06712,Q96A05
DB00877,Q96A05
DB04953,Q96A70
DB00264,Q96A70
DB00493,Q96C36
DB00472,Q96C36
DB00548,Q96D53
DB01221,Q96D53
DB14542,Q96DB2
DB01032,Q96DB2
DB06711,Q96EN8
DB06787,Q96EN8
DB01104,Q96FI4
DB00704,Q96FI4
DB01260,Q96G91
DB08897,Q96G91
DB09143,Q96GA7
DB08439,Q96GA7
DB08897,Q96GD0
DB00119,Q96GD0
DB09209,Q96GD4
DB00598,Q96GD4
DB11219,Q96I15
DB01158,Q96I15
DB11496,Q96KK3
DB00401,Q96KK3
DB01359,Q96KS0
DB00298,Q96KS0
DB00956,Q96L12
DB14185,Q96L12
DB06154,Q96L34
DB01098,Q96L34
DB00993,Q96L42
DB00181,Q96L42
DB00575,Q96LZ3
DB04864,Q96LZ3
DB00554,Q96NR8
DB01033,Q96NR8
DB00882,Q96PR1
DB01409,Q96PR1
DB12364,Q96PY6
DB00358,Q96PY6
DB01184,Q96Q40
DB04854,Q96Q40
DB11085,Q96Q83
DB08964,Q96Q83
DB00192,Q96RD7
DB00846,Q96RD7
DB00970,Q96RI1
DB01160,Q96RI1
DB14487,Q96RP8
DB08949,Q96RP8
DB00444,Q96RQ3
DB13783,Q96RQ3
DB00941,Q96RQ9
DB11611,Q96RQ9
DB00281,Q96RR4
DB00374,Q96RR4
DB08932,Q96S37
DB00143,Q96S37
DB01247,Q96SL4
DB04865,Q96SL4
DB00287,Q96SW2
DB01273,Q96SW2
DB13720,Q99250
DB00882,Q99250
DB00297,Q99259
DB01173,Q99259
DB00532,Q99437
DB01210,Q99437
DB00187,Q99456
DB04896,Q99456
DB00542,Q99497
DB01435,Q99497
DB01288,Q99500
DB01032,Q99500
DB06751,Q99527
DB00910,Q99527
DB04348,Q99571
DB01366,Q99571
DB09272,Q99572
DB00574,Q99572
DB00467,Q99584
DB06706,Q99584
DB00928,Q99623
DB02266,Q99623
DB00521,Q99640
DB00214,Q99640
DB06654,Q99653
DB06605,Q99653
DB00843,Q99677
DB01122,Q99677
DB00596,Q99705
DB01077,Q99705
DB00830,Q99707
DB00409,Q99707
DB06282,Q99712
DB00209,Q99712
DB08872,Q99714
DB15102,Q99714
DB03088,Q99720
DB00921,Q99720
DB00606,Q99735
DB09074,Q99735
DB00756,Q99759
DB14533,Q99759
DB08871,Q99808
DB14543,Q99808
DB00203,Q99835
DB00579,Q99835
DB01132,Q99928
DB00754,Q99928
DB00665,Q9BPV8
DB02300,Q9BPV8
DB06218,Q9BQ31
DB15822,Q9BQ31
DB06217,Q9BQB6
DB00436,Q9BQB6
DB09225,Q9BRS2
DB00524,Q9BRS2
DB00966,Q9BTZ2
DB01544,Q9BTZ2
DB09213,Q9BUB5
DB00050,Q9BUB5
DB00892,Q9BVS4
DB00344,Q9BVS4
DB06603,Q9BXA7
DB15035,Q9BXA7
DB01036,Q9BXJ7
DB01419,Q9BXJ7
DB00391,Q9BXT2
DB00163,Q9BXT2
DB11699,Q9BY32
DB01078,Q9BY32
DB01273,Q9BY41
DB01174,Q9BY41
DB00550,Q9BY49
DB00627,Q9BY49
DB01337,Q9BY66
DB11156,Q9BY66
DB00469,Q9BYF1
DB01099,Q9BYF1
DB00797,Q9BYV1
DB00643,Q9BYV1
DB01357,Q9BYZ2
DB11921,Q9BYZ2
DB00937,Q9BZV3
DB00714,Q9BZV3
DB01079,Q9C098
DB06789,Q9C098
DB00422,Q9GZT4
DB12483,Q9GZT4
DB00903,Q9GZT9
DB12371,Q9GZT9
DB15035,Q9GZU7
DB09216,Q9GZU7
DB01624,Q9H015
DB04841,Q9H015
DB04908,Q9H0K1
DB01135,Q9H0K1
DB12789,Q9H1R3
DB00860,Q9H1R3
DB00825,Q9H228
DB14500,Q9H228
DB00688,Q9H244
